model,scale,language,template_id,representation,row_cosine,norm_ratio_pos_over_neg
BAAI/bge-m3,affect,en,34,mean_pool,0.42981863021850586,1.25167715549469
BAAI/bge-m3,affect,en,35,mean_pool,0.49104073643684387,1.2530105113983154
BAAI/bge-m3,affect,en,36,mean_pool,0.4416237473487854,1.3733150959014893
BAAI/bge-m3,affect,en,37,mean_pool,0.42922866344451904,1.3246225118637085
BAAI/bge-m3,affect,en,38,mean_pool,0.5175181031227112,1.1668808460235596
BAAI/bge-m3,affect,en,39,mean_pool,0.47231003642082214,1.2568591833114624
BAAI/bge-m3,affect,en,40,mean_pool,0.3875357210636139,1.3623384237289429
BAAI/bge-m3,affect,en,41,mean_pool,0.4606478810310364,1.409306287765503
BAAI/bge-m3,affect,en,42,mean_pool,0.5317859649658203,1.0921052694320679
BAAI/bge-m3,affect,en,43,mean_pool,0.4713006317615509,1.4606729745864868
BAAI/bge-m3,affect,en,44,mean_pool,0.4762417674064636,1.2397351264953613
BAAI/bge-m3,affect,en,45,mean_pool,0.48126938939094543,1.3683110475540161
BAAI/bge-m3,affect,en,46,mean_pool,0.47536665201187134,1.3052421808242798
BAAI/bge-m3,affect,en,47,mean_pool,0.5402251482009888,1.3040114641189575
BAAI/bge-m3,affect,en,48,mean_pool,0.4691123366355896,1.3490968942642212
BAAI/bge-m3,affect,en,49,mean_pool,0.45231446623802185,1.3499279022216797
BAAI/bge-m3,affect,en,50,mean_pool,0.5276066064834595,1.2228387594223022
BAAI/bge-m3,affect,en,51,mean_pool,0.4246179759502411,1.224358320236206
BAAI/bge-m3,affect,en,52,mean_pool,0.46888795495033264,1.5135265588760376
BAAI/bge-m3,affect,en,53,mean_pool,0.4558452069759369,1.3270387649536133
BAAI/bge-m3,affect,en,54,mean_pool,0.4687512218952179,1.3184837102890015
BAAI/bge-m3,affect,en,55,mean_pool,0.48481836915016174,1.222334384918213
BAAI/bge-m3,affect,en,56,mean_pool,0.45792797207832336,1.4396941661834717
BAAI/bge-m3,affect,en,57,mean_pool,0.435604989528656,1.3186235427856445
BAAI/bge-m3,affect,en,58,mean_pool,0.49776536226272583,1.16585373878479
BAAI/bge-m3,affect,en,59,mean_pool,0.4471825361251831,1.1349292993545532
BAAI/bge-m3,affect,en,60,mean_pool,0.4863714873790741,1.2452296018600464
BAAI/bge-m3,affect,en,61,mean_pool,0.4958759844303131,1.1778666973114014
BAAI/bge-m3,affect,en,62,mean_pool,0.5049886107444763,1.3252781629562378
BAAI/bge-m3,affect,en,63,mean_pool,0.49678629636764526,1.3480240106582642
BAAI/bge-m3,affect,en,64,mean_pool,0.45011088252067566,1.3717342615127563
BAAI/bge-m3,affect,en,65,mean_pool,0.4524570107460022,1.4165828227996826
BAAI/bge-m3,affect,en,66,mean_pool,0.5080870985984802,1.2237269878387451
BAAI/bge-m3,affect,en,67,mean_pool,0.43685182929039,1.2518970966339111
BAAI/bge-m3,affect,en,68,mean_pool,0.4564746916294098,1.4040640592575073
BAAI/bge-m3,affect,en,69,mean_pool,0.48322540521621704,1.2736159563064575
BAAI/bge-m3,affect,en,70,mean_pool,0.49400267004966736,1.2695389986038208
BAAI/bge-m3,affect,en,71,mean_pool,0.4990498423576355,1.1010428667068481
BAAI/bge-m3,affect,en,72,mean_pool,0.4877765476703644,1.2424577474594116
BAAI/bge-m3,affect,en,73,mean_pool,0.47089684009552,1.2699226140975952
BAAI/bge-m3,affect,en,74,mean_pool,0.47368958592414856,1.4325889348983765
BAAI/bge-m3,affect,en,75,mean_pool,0.4777732193470001,1.3494603633880615
BAAI/bge-m3,affect,en,76,mean_pool,0.516232967376709,1.1802629232406616
BAAI/bge-m3,affect,en,77,mean_pool,0.41874754428863525,1.3246742486953735
BAAI/bge-m3,affect,en,78,mean_pool,0.44327297806739807,1.414318561553955
BAAI/bge-m3,affect,en,79,mean_pool,0.48537006974220276,1.2958590984344482
BAAI/bge-m3,affect,en,80,mean_pool,0.4255617558956146,1.7004936933517456
BAAI/bge-m3,affect,en,81,mean_pool,0.4285289943218231,1.3058019876480103
BAAI/bge-m3,affect,en,82,mean_pool,0.4487996995449066,1.358275055885315
BAAI/bge-m3,affect,en,83,mean_pool,0.4696473181247711,1.2876218557357788
BAAI/bge-m3,affect,en,84,mean_pool,0.5192242860794067,1.2080693244934082
BAAI/bge-m3,affect,en,85,mean_pool,0.45259585976600647,1.4900898933410645
BAAI/bge-m3,affect,en,86,mean_pool,0.4918752610683441,1.2856318950653076
BAAI/bge-m3,affect,en,87,mean_pool,0.532823383808136,1.1021255254745483
BAAI/bge-m3,affect,en,88,mean_pool,0.4182540476322174,1.385409951210022
BAAI/bge-m3,affect,en,89,mean_pool,0.49693235754966736,1.3296681642532349
BAAI/bge-m3,affect,en,90,mean_pool,0.49803590774536133,1.2383953332901
BAAI/bge-m3,affect,en,91,mean_pool,0.4438159465789795,1.2653191089630127
BAAI/bge-m3,affect,en,92,mean_pool,0.4441736042499542,1.3271350860595703
BAAI/bge-m3,affect,en,93,mean_pool,0.4488948583602905,1.4296530485153198
BAAI/bge-m3,affect,en,94,mean_pool,0.46800997853279114,1.3036458492279053
BAAI/bge-m3,affect,en,95,mean_pool,0.5149472951889038,1.1341509819030762
BAAI/bge-m3,affect,en,96,mean_pool,0.4267789125442505,1.5303391218185425
BAAI/bge-m3,affect,en,97,mean_pool,0.4758565425872803,1.3108588457107544
BAAI/bge-m3,affect,en,98,mean_pool,0.4122307300567627,1.5796737670898438
BAAI/bge-m3,affect,en,99,mean_pool,0.49512648582458496,1.3029608726501465
BAAI/bge-m3,affect,en,100,mean_pool,0.4705617129802704,1.402080774307251
BAAI/bge-m3,affect,en,101,mean_pool,0.41741758584976196,1.3645495176315308
BAAI/bge-m3,affect,en,102,mean_pool,0.4171276092529297,1.429591417312622
BAAI/bge-m3,affect,en,103,mean_pool,0.4933851659297943,1.2188740968704224
BAAI/bge-m3,affect,en,104,mean_pool,0.45931723713874817,1.2444734573364258
BAAI/bge-m3,affect,en,105,mean_pool,0.5182175040245056,1.3387084007263184
BAAI/bge-m3,affect,en,106,mean_pool,0.3956470191478729,1.384575605392456
BAAI/bge-m3,affect,en,107,mean_pool,0.4579187035560608,1.396044373512268
BAAI/bge-m3,affect,en,108,mean_pool,0.4430901110172272,1.3249839544296265
BAAI/bge-m3,affect,en,109,mean_pool,0.5193625688552856,1.2299913167953491
BAAI/bge-m3,affect,en,110,mean_pool,0.5200544595718384,1.1572576761245728
BAAI/bge-m3,affect,en,111,mean_pool,0.4623379111289978,1.3070266246795654
BAAI/bge-m3,affect,en,112,mean_pool,0.5277771353721619,1.1723569631576538
BAAI/bge-m3,affect,en,113,mean_pool,0.4492860436439514,1.4657033681869507
BAAI/bge-m3,affect,en,114,mean_pool,0.43306463956832886,1.4702943563461304
BAAI/bge-m3,affect,en,115,mean_pool,0.4188975691795349,1.4877243041992188
BAAI/bge-m3,affect,en,116,mean_pool,0.4619680643081665,1.356250524520874
BAAI/bge-m3,affect,en,117,mean_pool,0.4507776200771332,1.3026812076568604
BAAI/bge-m3,affect,en,118,mean_pool,0.43955129384994507,1.3169102668762207
BAAI/bge-m3,affect,en,119,mean_pool,0.47598695755004883,1.3603532314300537
BAAI/bge-m3,affect,ru,0,mean_pool,0.3635970652103424,0.7047666907310486
BAAI/bge-m3,affect,ru,1,mean_pool,0.3784615397453308,0.6890846490859985
BAAI/bge-m3,affect,ru,2,mean_pool,0.28516125679016113,0.7243446111679077
BAAI/bge-m3,affect,ru,3,mean_pool,0.5079330801963806,0.860579788684845
BAAI/bge-m3,affect,ru,4,mean_pool,0.392688125371933,0.5659874677658081
BAAI/bge-m3,affect,ru,5,mean_pool,0.6459628939628601,1.24460768699646
BAAI/bge-m3,affect,ru,6,mean_pool,0.24031662940979004,0.8327111601829529
BAAI/bge-m3,affect,ru,7,mean_pool,0.48565417528152466,0.9806244373321533
BAAI/bge-m3,affect,ru,8,mean_pool,0.46944868564605713,0.7978514432907104
BAAI/bge-m3,affect,ru,9,mean_pool,0.2999822795391083,1.1579240560531616
BAAI/bge-m3,affect,ru,10,mean_pool,0.20569469034671783,1.0125068426132202
BAAI/bge-m3,affect,ru,11,mean_pool,0.13817669451236725,0.7866030931472778
BAAI/bge-m3,affect,ru,12,mean_pool,0.5203893780708313,0.7514399886131287
BAAI/bge-m3,affect,ru,13,mean_pool,0.15552057325839996,1.127101182937622
BAAI/bge-m3,affect,ru,14,mean_pool,0.4293317496776581,0.8079378008842468
BAAI/bge-m3,affect,ru,15,mean_pool,0.3330715298652649,0.9547033905982971
BAAI/bge-m3,affect,ru,16,mean_pool,0.3192592263221741,1.0818352699279785
BAAI/bge-m3,affect,ru,17,mean_pool,0.4863532483577728,0.7824907898902893
BAAI/bge-m3,affect,ru,18,mean_pool,0.49508363008499146,0.8370899558067322
BAAI/bge-m3,affect,ru,19,mean_pool,0.20905813574790955,0.7931523323059082
BAAI/bge-m3,affect,ru,20,mean_pool,0.47535690665245056,1.0264149904251099
BAAI/bge-m3,affect,ru,21,mean_pool,0.3156583309173584,0.7521597146987915
BAAI/bge-m3,affect,ru,22,mean_pool,0.528551459312439,0.9951975345611572
BAAI/bge-m3,affect,ru,23,mean_pool,0.54916912317276,1.130217432975769
BAAI/bge-m3,affect,ru,24,mean_pool,0.4788968563079834,0.9146569967269897
BAAI/bge-m3,affect,ru,25,mean_pool,0.38571369647979736,0.7413105964660645
BAAI/bge-m3,affect,ru,26,mean_pool,0.34630677103996277,0.9679555892944336
BAAI/bge-m3,affect,ru,27,mean_pool,0.39913424849510193,0.9559959769248962
BAAI/bge-m3,affect,ru,28,mean_pool,0.3690268099308014,0.715602457523346
BAAI/bge-m3,affect,ru,29,mean_pool,0.2336067259311676,0.7059763669967651
BAAI/bge-m3,affect,ru,30,mean_pool,0.5221797823905945,0.8672465682029724
BAAI/bge-m3,affect,ru,31,mean_pool,0.20713414251804352,0.8298146724700928
BAAI/bge-m3,affect,ru,32,mean_pool,0.5657248497009277,1.2935190200805664
BAAI/bge-m3,affect,ru,33,mean_pool,0.4314092695713043,0.6025657653808594
BAAI/bge-m3,affect,ru,34,mean_pool,0.4450080394744873,1.1466028690338135
BAAI/bge-m3,affect,ru,35,mean_pool,0.4228455126285553,0.7591044902801514
BAAI/bge-m3,affect,ru,36,mean_pool,0.5905781984329224,1.0052995681762695
BAAI/bge-m3,affect,ru,37,mean_pool,0.34280070662498474,0.9880110025405884
BAAI/bge-m3,affect,ru,38,mean_pool,0.605968713760376,1.2653182744979858
BAAI/bge-m3,affect,ru,39,mean_pool,0.45392927527427673,1.0136140584945679
BAAI/bge-m3,affect,ru,40,mean_pool,0.22737784683704376,0.9545615315437317
BAAI/bge-m3,affect,ru,41,mean_pool,0.5133998990058899,1.1175724267959595
BAAI/bge-m3,affect,ru,42,mean_pool,0.2635956406593323,0.8891796469688416
BAAI/bge-m3,affect,ru,43,mean_pool,0.3451213538646698,1.0962436199188232
BAAI/bge-m3,affect,ru,44,mean_pool,0.3929269313812256,1.0360537767410278
BAAI/bge-m3,affect,ru,45,mean_pool,0.23640687763690948,0.6566379070281982
BAAI/bge-m3,affect,ru,46,mean_pool,0.5043457746505737,1.3123159408569336
BAAI/bge-m3,affect,ru,47,mean_pool,0.4877268373966217,0.7749563455581665
BAAI/bge-m3,affect,ru,48,mean_pool,0.5303233861923218,0.9515904188156128
BAAI/bge-m3,affect,ru,49,mean_pool,0.5329722166061401,0.9132934808731079
BAAI/bge-m3,affect,ru,50,mean_pool,0.37455466389656067,1.0505578517913818
BAAI/bge-m3,affect,ru,51,mean_pool,0.14675381779670715,0.942165195941925
BAAI/bge-m3,affect,ru,52,mean_pool,0.19956941902637482,0.987121045589447
BAAI/bge-m3,affect,ru,53,mean_pool,0.5095630884170532,1.122653841972351
BAAI/bge-m3,affect,ru,54,mean_pool,0.6018585562705994,0.8595779538154602
BAAI/bge-m3,affect,ru,55,mean_pool,0.46705877780914307,1.046595811843872
BAAI/bge-m3,affect,ru,56,mean_pool,0.42140477895736694,0.7835337519645691
BAAI/bge-m3,affect,ru,57,mean_pool,0.5230579376220703,0.7826237678527832
BAAI/bge-m3,affect,ru,58,mean_pool,0.42181387543678284,0.6904246211051941
BAAI/bge-m3,affect,ru,59,mean_pool,0.25590333342552185,0.9812511801719666
BAAI/bge-m3,affect,ru,60,mean_pool,0.3680489659309387,0.6471056938171387
BAAI/bge-m3,affect,ru,61,mean_pool,0.3552219569683075,0.6658202409744263
BAAI/bge-m3,affect,ru,62,mean_pool,0.36918991804122925,0.7191299796104431
BAAI/bge-m3,affect,ru,63,mean_pool,0.3626581132411957,1.165414571762085
BAAI/bge-m3,affect,ru,64,mean_pool,0.37328577041625977,0.7799586653709412
BAAI/bge-m3,affect,ru,65,mean_pool,0.45057740807533264,0.854695737361908
BAAI/bge-m3,affect,ru,66,mean_pool,0.39234983921051025,1.0523040294647217
BAAI/bge-m3,affect,ru,67,mean_pool,0.5044235587120056,0.8522118926048279
BAAI/bge-m3,affect,ru,68,mean_pool,0.25905007123947144,0.8807980418205261
BAAI/bge-m3,affect,ru,69,mean_pool,0.33603474497795105,0.8721787929534912
BAAI/bge-m3,affect,ru,70,mean_pool,0.5179183483123779,1.022457242012024
BAAI/bge-m3,affect,ru,71,mean_pool,0.3700755536556244,0.8889498114585876
BAAI/bge-m3,affect,ru,72,mean_pool,0.2120192050933838,0.8914728164672852
BAAI/bge-m3,affect,ru,73,mean_pool,0.39388760924339294,1.022321105003357
BAAI/bge-m3,affect,ru,74,mean_pool,0.4532603919506073,0.8717921376228333
BAAI/bge-m3,affect,ru,75,mean_pool,0.2958056926727295,1.2912769317626953
BAAI/bge-m3,affect,ru,76,mean_pool,0.2801116108894348,0.8196256756782532
BAAI/bge-m3,affect,ru,77,mean_pool,0.44431430101394653,0.7842186093330383
BAAI/bge-m3,affect,ru,78,mean_pool,0.399111270904541,0.875208854675293
BAAI/bge-m3,affect,ru,79,mean_pool,0.33129993081092834,0.661741316318512
BAAI/bge-m3,affect,ru,80,mean_pool,0.48102331161499023,1.0713497400283813
BAAI/bge-m3,affect,ru,81,mean_pool,0.4682271182537079,0.9452741146087646
BAAI/bge-m3,affect,ru,82,mean_pool,0.3078889548778534,1.1971560716629028
BAAI/bge-m3,affect,ru,83,mean_pool,0.30404454469680786,0.8718531131744385
BAAI/bge-m3,affect,ru,84,mean_pool,0.4289693534374237,0.95276939868927
BAAI/bge-m3,affect,ru,85,mean_pool,0.532579779624939,0.8273788094520569
BAAI/bge-m3,affect,ru,86,mean_pool,0.30551430583000183,0.6443653702735901
BAAI/bge-m3,affect,ru,87,mean_pool,0.5122725963592529,0.8072596192359924
BAAI/bge-m3,affect,ru,88,mean_pool,0.2973363697528839,0.8121116757392883
BAAI/bge-m3,affect,ru,89,mean_pool,0.5177740454673767,0.9937686324119568
BAAI/bge-m3,affect,ru,90,mean_pool,0.46952587366104126,0.8670541048049927
BAAI/bge-m3,affect,ru,91,mean_pool,0.3232943117618561,1.031483769416809
BAAI/bge-m3,affect,ru,92,mean_pool,0.1981375515460968,0.8569485545158386
BAAI/bge-m3,affect,ru,93,mean_pool,0.6397895812988281,0.9514983892440796
BAAI/bge-m3,affect,ru,94,mean_pool,0.29864829778671265,0.6036605834960938
BAAI/bge-m3,affect,ru,95,mean_pool,0.400820255279541,0.857409656047821
BAAI/bge-m3,affect,ru,96,mean_pool,0.46364715695381165,0.9791929125785828
BAAI/bge-m3,affect,ru,97,mean_pool,0.4671863913536072,1.0076631307601929
BAAI/bge-m3,affect,ru,98,mean_pool,0.5081414580345154,0.9795745015144348
BAAI/bge-m3,affect,ru,99,mean_pool,0.4799070358276367,0.8467760682106018
BAAI/bge-m3,affect,ru,100,mean_pool,0.2793095111846924,0.7573516964912415
BAAI/bge-m3,affect,ru,101,mean_pool,0.41515469551086426,1.0542908906936646
BAAI/bge-m3,affect,ru,102,mean_pool,0.42986997961997986,0.9928141236305237
BAAI/bge-m3,affect,ru,103,mean_pool,0.5442764163017273,0.7197717428207397
BAAI/bge-m3,affect,ru,104,mean_pool,0.5477201342582703,0.9091683030128479
BAAI/bge-m3,affect,ru,105,mean_pool,0.5456622838973999,1.0354958772659302
BAAI/bge-m3,affect,ru,106,mean_pool,0.5770352482795715,0.9256592988967896
BAAI/bge-m3,affect,ru,107,mean_pool,0.5033339262008667,0.9090204238891602
BAAI/bge-m3,affect,ru,108,mean_pool,0.2574863135814667,0.9405217170715332
BAAI/bge-m3,affect,ru,109,mean_pool,0.5391129851341248,1.4003779888153076
BAAI/bge-m3,affect,ru,110,mean_pool,0.4612005949020386,0.9365991950035095
BAAI/bge-m3,affect,ru,111,mean_pool,0.5199317336082458,0.981139063835144
BAAI/bge-m3,affect,ru,112,mean_pool,0.46661627292633057,0.8103347420692444
BAAI/bge-m3,affect,ru,113,mean_pool,0.35662683844566345,0.6936690807342529
BAAI/bge-m3,affect,ru,114,mean_pool,0.45226287841796875,0.8646540641784668
BAAI/bge-m3,affect,ru,115,mean_pool,0.3777675926685333,0.7307295799255371
BAAI/bge-m3,affect,ru,116,mean_pool,0.5072415471076965,1.2589061260223389
BAAI/bge-m3,affect,ru,117,mean_pool,0.28337985277175903,0.8215425610542297
BAAI/bge-m3,affect,ru,118,mean_pool,0.3909926116466522,1.004255771636963
BAAI/bge-m3,affect,ru,119,mean_pool,0.3444402813911438,0.9232721328735352
BAAI/bge-m3,affect,zh,0,mean_pool,0.6402190923690796,1.0752017498016357
BAAI/bge-m3,affect,zh,1,mean_pool,0.5681135654449463,0.9923875331878662
BAAI/bge-m3,affect,zh,2,mean_pool,0.744224488735199,1.0722628831863403
BAAI/bge-m3,affect,zh,3,mean_pool,0.6169256567955017,0.9711063504219055
BAAI/bge-m3,affect,zh,4,mean_pool,0.562253475189209,1.0827566385269165
BAAI/bge-m3,affect,zh,5,mean_pool,0.5750404596328735,1.0181305408477783
BAAI/bge-m3,affect,zh,6,mean_pool,0.49745434522628784,0.986253559589386
BAAI/bge-m3,affect,zh,7,mean_pool,0.534242570400238,1.1254833936691284
BAAI/bge-m3,affect,zh,8,mean_pool,0.7056177258491516,0.9580724239349365
BAAI/bge-m3,affect,zh,9,mean_pool,0.7468951344490051,1.0245100259780884
BAAI/bge-m3,affect,zh,10,mean_pool,0.5759836435317993,1.0478183031082153
BAAI/bge-m3,affect,zh,11,mean_pool,0.5021112561225891,1.0433776378631592
BAAI/bge-m3,affect,zh,12,mean_pool,0.7056113481521606,0.9932567477226257
BAAI/bge-m3,affect,zh,13,mean_pool,0.5817123651504517,1.0718977451324463
BAAI/bge-m3,affect,zh,14,mean_pool,0.48851868510246277,0.9758939146995544
BAAI/bge-m3,affect,zh,15,mean_pool,0.632539689540863,1.0447524785995483
BAAI/bge-m3,affect,zh,16,mean_pool,0.6531627178192139,1.0625079870224
BAAI/bge-m3,affect,zh,17,mean_pool,0.7203828692436218,1.075008511543274
BAAI/bge-m3,affect,zh,18,mean_pool,0.6248244643211365,0.9715238809585571
BAAI/bge-m3,affect,zh,19,mean_pool,0.6390073299407959,1.0159403085708618
BAAI/bge-m3,affect,zh,20,mean_pool,0.6140788793563843,1.0428943634033203
BAAI/bge-m3,affect,zh,21,mean_pool,0.6150338053703308,0.9269536137580872
BAAI/bge-m3,affect,zh,22,mean_pool,0.5777990818023682,1.080166220664978
BAAI/bge-m3,affect,zh,23,mean_pool,0.5446964502334595,0.9753637909889221
BAAI/bge-m3,affect,zh,24,mean_pool,0.7184443473815918,0.9872085452079773
BAAI/bge-m3,affect,zh,25,mean_pool,0.6285325884819031,1.0275124311447144
BAAI/bge-m3,affect,zh,26,mean_pool,0.688720166683197,0.9463218450546265
BAAI/bge-m3,affect,zh,27,mean_pool,0.629611074924469,0.9990202784538269
BAAI/bge-m3,affect,zh,28,mean_pool,0.589414119720459,0.987768292427063
BAAI/bge-m3,affect,zh,29,mean_pool,0.6760732531547546,1.1005077362060547
BAAI/bge-m3,affect,zh,30,mean_pool,0.47322553396224976,0.8982523083686829
BAAI/bge-m3,affect,zh,31,mean_pool,0.6432731747627258,1.0196889638900757
BAAI/bge-m3,affect,zh,32,mean_pool,0.6062877774238586,0.9806032180786133
BAAI/bge-m3,affect,zh,33,mean_pool,0.593894362449646,1.0461597442626953
BAAI/bge-m3,affect,zh,34,mean_pool,0.7102604508399963,1.0245743989944458
BAAI/bge-m3,affect,zh,35,mean_pool,0.6013042330741882,1.0372393131256104
BAAI/bge-m3,affect,zh,36,mean_pool,0.5655577778816223,0.9532299041748047
BAAI/bge-m3,affect,zh,37,mean_pool,0.6111935973167419,1.0037695169448853
BAAI/bge-m3,affect,zh,38,mean_pool,0.6267507672309875,1.0424662828445435
BAAI/bge-m3,affect,zh,39,mean_pool,0.663368284702301,0.9801793098449707
BAAI/bge-m3,affect,zh,40,mean_pool,0.7659857869148254,1.0298885107040405
BAAI/bge-m3,affect,zh,41,mean_pool,0.6181483268737793,0.9891725778579712
BAAI/bge-m3,affect,zh,42,mean_pool,0.5387177467346191,1.0135937929153442
BAAI/bge-m3,affect,zh,43,mean_pool,0.6678978204727173,1.0676701068878174
BAAI/bge-m3,affect,zh,44,mean_pool,0.5899772047996521,0.898377001285553
BAAI/bge-m3,affect,zh,45,mean_pool,0.5236188173294067,0.9326854944229126
BAAI/bge-m3,affect,zh,46,mean_pool,0.6286299824714661,0.9884446263313293
BAAI/bge-m3,affect,zh,47,mean_pool,0.5806500911712646,1.0712494850158691
BAAI/bge-m3,affect,zh,48,mean_pool,0.6438884139060974,1.031368374824524
BAAI/bge-m3,affect,zh,49,mean_pool,0.5840278267860413,0.97153240442276
BAAI/bge-m3,affect,zh,50,mean_pool,0.632081151008606,1.0308929681777954
BAAI/bge-m3,affect,zh,51,mean_pool,0.49811434745788574,1.0779532194137573
BAAI/bge-m3,affect,zh,52,mean_pool,0.7487732768058777,0.9514281153678894
BAAI/bge-m3,affect,zh,53,mean_pool,0.7203980088233948,0.9954212307929993
BAAI/bge-m3,affect,zh,54,mean_pool,0.6394326090812683,1.0259979963302612
BAAI/bge-m3,affect,zh,55,mean_pool,0.6378815174102783,0.9762175679206848
BAAI/bge-m3,affect,zh,56,mean_pool,0.6053590774536133,0.8686999082565308
BAAI/bge-m3,affect,zh,57,mean_pool,0.560370683670044,0.9977143406867981
BAAI/bge-m3,affect,zh,58,mean_pool,0.5860269069671631,1.0157601833343506
BAAI/bge-m3,affect,zh,59,mean_pool,0.6052533388137817,0.9246267676353455
BAAI/bge-m3,affect,zh,60,mean_pool,0.7157407402992249,0.9577751159667969
BAAI/bge-m3,affect,zh,61,mean_pool,0.5855278968811035,1.0634711980819702
BAAI/bge-m3,affect,zh,62,mean_pool,0.594068706035614,0.9713717103004456
BAAI/bge-m3,affect,zh,63,mean_pool,0.6573905348777771,0.9920815229415894
BAAI/bge-m3,affect,zh,64,mean_pool,0.6894106864929199,0.9820992946624756
BAAI/bge-m3,affect,zh,65,mean_pool,0.6092182397842407,1.065616488456726
BAAI/bge-m3,affect,zh,66,mean_pool,0.5641030669212341,1.005574107170105
BAAI/bge-m3,affect,zh,67,mean_pool,0.6289051175117493,0.9426955580711365
BAAI/bge-m3,affect,zh,68,mean_pool,0.6929964423179626,1.0658875703811646
BAAI/bge-m3,affect,zh,69,mean_pool,0.6185475587844849,0.9659822583198547
BAAI/bge-m3,affect,zh,70,mean_pool,0.6386021375656128,0.9808191657066345
BAAI/bge-m3,affect,zh,71,mean_pool,0.5877416729927063,1.044478416442871
BAAI/bge-m3,affect,zh,72,mean_pool,0.7132920622825623,1.0542370080947876
BAAI/bge-m3,affect,zh,73,mean_pool,0.6094143986701965,0.9743961691856384
BAAI/bge-m3,affect,zh,74,mean_pool,0.5695614218711853,0.9732785224914551
BAAI/bge-m3,affect,zh,75,mean_pool,0.5741612911224365,0.9335703253746033
BAAI/bge-m3,affect,zh,76,mean_pool,0.616545557975769,1.092585802078247
BAAI/bge-m3,affect,zh,77,mean_pool,0.43008726835250854,0.9205408096313477
BAAI/bge-m3,affect,zh,78,mean_pool,0.6273394227027893,0.9696994423866272
BAAI/bge-m3,affect,zh,79,mean_pool,0.6531527638435364,1.1109153032302856
BAAI/bge-m3,affect,zh,80,mean_pool,0.6181042194366455,0.9201412796974182
BAAI/bge-m3,affect,zh,81,mean_pool,0.5949469208717346,0.9600624442100525
BAAI/bge-m3,affect,zh,82,mean_pool,0.6845813393592834,1.080359935760498
BAAI/bge-m3,affect,zh,83,mean_pool,0.523247241973877,1.0497925281524658
BAAI/bge-m3,affect,zh,84,mean_pool,0.5466045141220093,0.9322358965873718
BAAI/bge-m3,affect,zh,85,mean_pool,0.5876384377479553,0.9912503957748413
BAAI/bge-m3,affect,zh,86,mean_pool,0.5429757237434387,0.9869183301925659
BAAI/bge-m3,affect,zh,87,mean_pool,0.616968035697937,1.0451226234436035
