model,scale,language,template_id,representation,from_level,to_level,step_size,delta_norm
BAAI/bge-m3,affect,en,7,mean_pool,0,2,2,11.879959106445312
BAAI/bge-m3,affect,en,7,mean_pool,-2,2,4,11.24744701385498
BAAI/bge-m3,affect,en,8,mean_pool,-2,-1,1,5.322196006774902
BAAI/bge-m3,affect,en,8,mean_pool,-1,0,1,9.217098236083984
BAAI/bge-m3,affect,en,8,mean_pool,0,1,1,13.365609169006348
BAAI/bge-m3,affect,en,8,mean_pool,1,2,1,3.309556722640991
BAAI/bge-m3,affect,en,8,mean_pool,-2,0,2,10.003643035888672
BAAI/bge-m3,affect,en,8,mean_pool,-1,1,2,10.55186939239502
BAAI/bge-m3,affect,en,8,mean_pool,0,2,2,14.375336647033691
BAAI/bge-m3,affect,en,8,mean_pool,-2,2,4,13.520759582519531
BAAI/bge-m3,affect,en,9,mean_pool,-2,-1,1,4.7260422706604
BAAI/bge-m3,affect,en,9,mean_pool,-1,0,1,10.63679313659668
BAAI/bge-m3,affect,en,9,mean_pool,0,1,1,13.761592864990234
BAAI/bge-m3,affect,en,9,mean_pool,1,2,1,2.42216420173645
BAAI/bge-m3,affect,en,9,mean_pool,-2,0,2,10.965574264526367
BAAI/bge-m3,affect,en,9,mean_pool,-1,1,2,11.376550674438477
BAAI/bge-m3,affect,en,9,mean_pool,0,2,2,14.322531700134276
BAAI/bge-m3,affect,en,9,mean_pool,-2,2,4,13.428659439086914
BAAI/bge-m3,affect,en,10,mean_pool,-2,-1,1,5.117994785308838
BAAI/bge-m3,affect,en,10,mean_pool,-1,0,1,10.965216636657717
BAAI/bge-m3,affect,en,10,mean_pool,0,1,1,14.663044929504396
BAAI/bge-m3,affect,en,10,mean_pool,1,2,1,4.506391525268555
BAAI/bge-m3,affect,en,10,mean_pool,-2,0,2,11.68831729888916
BAAI/bge-m3,affect,en,10,mean_pool,-1,1,2,12.90723991394043
BAAI/bge-m3,affect,en,10,mean_pool,0,2,2,15.73673152923584
BAAI/bge-m3,affect,en,10,mean_pool,-2,2,4,14.213913917541504
BAAI/bge-m3,affect,en,11,mean_pool,-2,-1,1,5.426237106323242
BAAI/bge-m3,affect,en,11,mean_pool,-1,0,1,10.488133430480955
BAAI/bge-m3,affect,en,11,mean_pool,0,1,1,14.250061988830566
BAAI/bge-m3,affect,en,11,mean_pool,1,2,1,3.048388957977295
BAAI/bge-m3,affect,en,11,mean_pool,-2,0,2,11.411114692687988
BAAI/bge-m3,affect,en,11,mean_pool,-1,1,2,11.691192626953123
BAAI/bge-m3,affect,en,11,mean_pool,0,2,2,14.857867240905762
BAAI/bge-m3,affect,en,11,mean_pool,-2,2,4,13.981523513793944
BAAI/bge-m3,affect,en,12,mean_pool,-2,-1,1,3.838977575302124
BAAI/bge-m3,affect,en,12,mean_pool,-1,0,1,8.993494033813477
BAAI/bge-m3,affect,en,12,mean_pool,0,1,1,11.882994651794434
BAAI/bge-m3,affect,en,12,mean_pool,1,2,1,3.621517419815064
BAAI/bge-m3,affect,en,12,mean_pool,-2,0,2,9.334129333496094
BAAI/bge-m3,affect,en,12,mean_pool,-1,1,2,9.755979537963867
BAAI/bge-m3,affect,en,12,mean_pool,0,2,2,13.411149978637695
BAAI/bge-m3,affect,en,12,mean_pool,-2,2,4,11.998271942138672
BAAI/bge-m3,affect,en,13,mean_pool,-2,-1,1,4.56935977935791
BAAI/bge-m3,affect,en,13,mean_pool,-1,0,1,9.242745399475098
BAAI/bge-m3,affect,en,13,mean_pool,0,1,1,12.700077056884766
BAAI/bge-m3,affect,en,13,mean_pool,1,2,1,2.8697099685668945
BAAI/bge-m3,affect,en,13,mean_pool,-2,0,2,10.14625072479248
BAAI/bge-m3,affect,en,13,mean_pool,-1,1,2,11.026774406433104
BAAI/bge-m3,affect,en,13,mean_pool,0,2,2,13.140854835510254
BAAI/bge-m3,affect,en,13,mean_pool,-2,2,4,12.62586784362793
BAAI/bge-m3,affect,en,14,mean_pool,-2,-1,1,5.284478664398193
BAAI/bge-m3,affect,en,14,mean_pool,-1,0,1,10.089436531066896
BAAI/bge-m3,affect,en,14,mean_pool,0,1,1,13.949089050292969
BAAI/bge-m3,affect,en,14,mean_pool,1,2,1,4.093769073486328
BAAI/bge-m3,affect,en,14,mean_pool,-2,0,2,10.782462120056152
BAAI/bge-m3,affect,en,14,mean_pool,-1,1,2,12.50676727294922
BAAI/bge-m3,affect,en,14,mean_pool,0,2,2,14.13415241241455
BAAI/bge-m3,affect,en,14,mean_pool,-2,2,4,13.630016326904297
BAAI/bge-m3,affect,en,15,mean_pool,-2,-1,1,4.126737594604492
BAAI/bge-m3,affect,en,15,mean_pool,-1,0,1,9.667963027954102
BAAI/bge-m3,affect,en,15,mean_pool,0,1,1,12.3524169921875
BAAI/bge-m3,affect,en,15,mean_pool,1,2,1,3.390145063400269
BAAI/bge-m3,affect,en,15,mean_pool,-2,0,2,10.600016593933104
BAAI/bge-m3,affect,en,15,mean_pool,-1,1,2,10.580721855163574
BAAI/bge-m3,affect,en,15,mean_pool,0,2,2,13.63557243347168
BAAI/bge-m3,affect,en,15,mean_pool,-2,2,4,12.28988265991211
BAAI/bge-m3,affect,en,16,mean_pool,-2,-1,1,4.520294189453125
BAAI/bge-m3,affect,en,16,mean_pool,-1,0,1,9.632612228393556
BAAI/bge-m3,affect,en,16,mean_pool,0,1,1,12.953547477722168
BAAI/bge-m3,affect,en,16,mean_pool,1,2,1,2.533290386199951
BAAI/bge-m3,affect,en,16,mean_pool,-2,0,2,9.926580429077148
BAAI/bge-m3,affect,en,16,mean_pool,-1,1,2,10.538604736328123
BAAI/bge-m3,affect,en,16,mean_pool,0,2,2,13.38830280303955
BAAI/bge-m3,affect,en,16,mean_pool,-2,2,4,12.408873558044434
BAAI/bge-m3,affect,en,17,mean_pool,-2,-1,1,4.731568336486816
BAAI/bge-m3,affect,en,17,mean_pool,-1,0,1,10.004919052124023
BAAI/bge-m3,affect,en,17,mean_pool,0,1,1,12.107137680053713
BAAI/bge-m3,affect,en,17,mean_pool,1,2,1,2.600679636001587
BAAI/bge-m3,affect,en,17,mean_pool,-2,0,2,10.780384063720703
BAAI/bge-m3,affect,en,17,mean_pool,-1,1,2,10.435837745666504
BAAI/bge-m3,affect,en,17,mean_pool,0,2,2,12.708242416381836
BAAI/bge-m3,affect,en,17,mean_pool,-2,2,4,11.705891609191896
BAAI/bge-m3,affect,en,18,mean_pool,-2,-1,1,4.520734786987305
BAAI/bge-m3,affect,en,18,mean_pool,-1,0,1,10.307610511779783
BAAI/bge-m3,affect,en,18,mean_pool,0,1,1,13.691106796264648
BAAI/bge-m3,affect,en,18,mean_pool,1,2,1,2.307328462600708
BAAI/bge-m3,affect,en,18,mean_pool,-2,0,2,10.599935531616213
BAAI/bge-m3,affect,en,18,mean_pool,-1,1,2,11.214639663696287
BAAI/bge-m3,affect,en,18,mean_pool,0,2,2,14.160423278808594
BAAI/bge-m3,affect,en,18,mean_pool,-2,2,4,12.989089965820312
BAAI/bge-m3,affect,en,19,mean_pool,-2,-1,1,4.810123920440674
BAAI/bge-m3,affect,en,19,mean_pool,-1,0,1,9.051239013671877
BAAI/bge-m3,affect,en,19,mean_pool,0,1,1,13.913586616516112
BAAI/bge-m3,affect,en,19,mean_pool,1,2,1,3.1709299087524414
BAAI/bge-m3,affect,en,19,mean_pool,-2,0,2,10.024636268615724
BAAI/bge-m3,affect,en,19,mean_pool,-1,1,2,12.223271369934082
BAAI/bge-m3,affect,en,19,mean_pool,0,2,2,14.787663459777832
BAAI/bge-m3,affect,en,19,mean_pool,-2,2,4,14.25910186767578
BAAI/bge-m3,affect,en,20,mean_pool,-2,-1,1,4.615723133087158
BAAI/bge-m3,affect,en,20,mean_pool,-1,0,1,9.493392944335938
BAAI/bge-m3,affect,en,20,mean_pool,0,1,1,13.54052734375
BAAI/bge-m3,affect,en,20,mean_pool,1,2,1,3.514329671859741
BAAI/bge-m3,affect,en,20,mean_pool,-2,0,2,10.055829048156738
BAAI/bge-m3,affect,en,20,mean_pool,-1,1,2,11.618626594543455
BAAI/bge-m3,affect,en,20,mean_pool,0,2,2,14.326723098754885
BAAI/bge-m3,affect,en,20,mean_pool,-2,2,4,13.179107666015623
BAAI/bge-m3,affect,en,21,mean_pool,-2,-1,1,5.072303771972656
BAAI/bge-m3,affect,en,21,mean_pool,-1,0,1,10.192431449890137
BAAI/bge-m3,affect,en,21,mean_pool,0,1,1,13.39324951171875
BAAI/bge-m3,affect,en,21,mean_pool,1,2,1,3.244753360748291
BAAI/bge-m3,affect,en,21,mean_pool,-2,0,2,10.89335823059082
BAAI/bge-m3,affect,en,21,mean_pool,-1,1,2,11.1013765335083
BAAI/bge-m3,affect,en,21,mean_pool,0,2,2,13.96442985534668
BAAI/bge-m3,affect,en,21,mean_pool,-2,2,4,13.170353889465332
BAAI/bge-m3,affect,en,22,mean_pool,-2,-1,1,4.5655364990234375
BAAI/bge-m3,affect,en,22,mean_pool,-1,0,1,11.1204195022583
BAAI/bge-m3,affect,en,22,mean_pool,0,1,1,13.108375549316406
BAAI/bge-m3,affect,en,22,mean_pool,1,2,1,4.224469661712647
BAAI/bge-m3,affect,en,22,mean_pool,-2,0,2,11.6762056350708
BAAI/bge-m3,affect,en,22,mean_pool,-1,1,2,11.116937637329102
BAAI/bge-m3,affect,en,22,mean_pool,0,2,2,14.311416625976562
BAAI/bge-m3,affect,en,22,mean_pool,-2,2,4,12.606964111328123
BAAI/bge-m3,affect,en,23,mean_pool,-2,-1,1,4.628652572631836
BAAI/bge-m3,affect,en,23,mean_pool,-1,0,1,9.928898811340332
BAAI/bge-m3,affect,en,23,mean_pool,0,1,1,13.141672134399414
BAAI/bge-m3,affect,en,23,mean_pool,1,2,1,2.565690279006958
BAAI/bge-m3,affect,en,23,mean_pool,-2,0,2,10.125943183898926
BAAI/bge-m3,affect,en,23,mean_pool,-1,1,2,10.82989501953125
BAAI/bge-m3,affect,en,23,mean_pool,0,2,2,13.727758407592772
BAAI/bge-m3,affect,en,23,mean_pool,-2,2,4,12.89149284362793
BAAI/bge-m3,affect,en,24,mean_pool,-2,-1,1,4.8497843742370605
BAAI/bge-m3,affect,en,24,mean_pool,-1,0,1,9.632471084594728
BAAI/bge-m3,affect,en,24,mean_pool,0,1,1,13.583733558654783
BAAI/bge-m3,affect,en,24,mean_pool,1,2,1,4.237926483154297
BAAI/bge-m3,affect,en,24,mean_pool,-2,0,2,10.770271301269531
BAAI/bge-m3,affect,en,24,mean_pool,-1,1,2,11.977864265441896
BAAI/bge-m3,affect,en,24,mean_pool,0,2,2,13.619379043579102
BAAI/bge-m3,affect,en,24,mean_pool,-2,2,4,13.127727508544922
BAAI/bge-m3,affect,en,25,mean_pool,-2,-1,1,4.106679916381836
BAAI/bge-m3,affect,en,25,mean_pool,-1,0,1,8.494601249694824
BAAI/bge-m3,affect,en,25,mean_pool,0,1,1,11.414677619934082
BAAI/bge-m3,affect,en,25,mean_pool,1,2,1,2.262105226516724
BAAI/bge-m3,affect,en,25,mean_pool,-2,0,2,9.503165245056152
BAAI/bge-m3,affect,en,25,mean_pool,-1,1,2,9.562164306640623
BAAI/bge-m3,affect,en,25,mean_pool,0,2,2,11.866101264953612
BAAI/bge-m3,affect,en,25,mean_pool,-2,2,4,11.168457984924316
BAAI/bge-m3,affect,en,26,mean_pool,-2,-1,1,4.529764652252197
BAAI/bge-m3,affect,en,26,mean_pool,-1,0,1,9.275717735290527
BAAI/bge-m3,affect,en,26,mean_pool,0,1,1,12.721857070922852
BAAI/bge-m3,affect,en,26,mean_pool,1,2,1,2.439639091491699
BAAI/bge-m3,affect,en,26,mean_pool,-2,0,2,10.172133445739746
BAAI/bge-m3,affect,en,26,mean_pool,-1,1,2,10.98766040802002
BAAI/bge-m3,affect,en,26,mean_pool,0,2,2,13.33757781982422
BAAI/bge-m3,affect,en,26,mean_pool,-2,2,4,12.535603523254396
BAAI/bge-m3,affect,en,27,mean_pool,-2,-1,1,4.419613361358643
BAAI/bge-m3,affect,en,27,mean_pool,-1,0,1,10.253692626953123
BAAI/bge-m3,affect,en,27,mean_pool,0,1,1,14.448668479919434
BAAI/bge-m3,affect,en,27,mean_pool,1,2,1,2.9815378189086914
BAAI/bge-m3,affect,en,27,mean_pool,-2,0,2,10.817974090576172
BAAI/bge-m3,affect,en,27,mean_pool,-1,1,2,12.378005981445312
BAAI/bge-m3,affect,en,27,mean_pool,0,2,2,15.154999732971191
BAAI/bge-m3,affect,en,27,mean_pool,-2,2,4,14.175800323486328
BAAI/bge-m3,affect,en,28,mean_pool,-2,-1,1,5.265124797821045
BAAI/bge-m3,affect,en,28,mean_pool,-1,0,1,11.41654109954834
BAAI/bge-m3,affect,en,28,mean_pool,0,1,1,12.09861946105957
BAAI/bge-m3,affect,en,28,mean_pool,1,2,1,3.60897159576416
BAAI/bge-m3,affect,en,28,mean_pool,-2,0,2,12.296797752380373
BAAI/bge-m3,affect,en,28,mean_pool,-1,1,2,10.58134651184082
BAAI/bge-m3,affect,en,28,mean_pool,0,2,2,13.613786697387695
BAAI/bge-m3,affect,en,28,mean_pool,-2,2,4,12.582479476928713
BAAI/bge-m3,affect,en,29,mean_pool,-2,-1,1,5.587165355682373
BAAI/bge-m3,affect,en,29,mean_pool,-1,0,1,9.968539237976074
BAAI/bge-m3,affect,en,29,mean_pool,0,1,1,13.500732421875
BAAI/bge-m3,affect,en,29,mean_pool,1,2,1,4.632867813110352
BAAI/bge-m3,affect,en,29,mean_pool,-2,0,2,11.21921730041504
BAAI/bge-m3,affect,en,29,mean_pool,-1,1,2,11.73524570465088
BAAI/bge-m3,affect,en,29,mean_pool,0,2,2,13.766396522521973
BAAI/bge-m3,affect,en,29,mean_pool,-2,2,4,13.377047538757324
BAAI/bge-m3,affect,en,30,mean_pool,-2,-1,1,4.50337553024292
BAAI/bge-m3,affect,en,30,mean_pool,-1,0,1,9.50926113128662
BAAI/bge-m3,affect,en,30,mean_pool,0,1,1,12.585384368896484
BAAI/bge-m3,affect,en,30,mean_pool,1,2,1,2.2661750316619877
BAAI/bge-m3,affect,en,30,mean_pool,-2,0,2,9.93350315093994
BAAI/bge-m3,affect,en,30,mean_pool,-1,1,2,10.241154670715332
BAAI/bge-m3,affect,en,30,mean_pool,0,2,2,13.008864402770996
BAAI/bge-m3,affect,en,30,mean_pool,-2,2,4,11.87668800354004
BAAI/bge-m3,affect,en,31,mean_pool,-2,-1,1,5.262254238128662
BAAI/bge-m3,affect,en,31,mean_pool,-1,0,1,10.213811874389648
BAAI/bge-m3,affect,en,31,mean_pool,0,1,1,13.905856132507324
BAAI/bge-m3,affect,en,31,mean_pool,1,2,1,3.83757209777832
BAAI/bge-m3,affect,en,31,mean_pool,-2,0,2,11.28149127960205
BAAI/bge-m3,affect,en,31,mean_pool,-1,1,2,11.918692588806152
BAAI/bge-m3,affect,en,31,mean_pool,0,2,2,14.86131191253662
BAAI/bge-m3,affect,en,31,mean_pool,-2,2,4,14.232616424560549
BAAI/bge-m3,affect,en,32,mean_pool,-2,-1,1,4.513068199157715
BAAI/bge-m3,affect,en,32,mean_pool,-1,0,1,9.423909187316896
BAAI/bge-m3,affect,en,32,mean_pool,0,1,1,13.029312133789062
BAAI/bge-m3,affect,en,32,mean_pool,1,2,1,2.7029945850372314
BAAI/bge-m3,affect,en,32,mean_pool,-2,0,2,10.417349815368652
BAAI/bge-m3,affect,en,32,mean_pool,-1,1,2,11.535035133361816
BAAI/bge-m3,affect,en,32,mean_pool,0,2,2,13.627553939819336
BAAI/bge-m3,affect,en,32,mean_pool,-2,2,4,12.904790878295898
BAAI/bge-m3,affect,en,33,mean_pool,-2,-1,1,5.343268394470215
BAAI/bge-m3,affect,en,33,mean_pool,-1,0,1,10.66031265258789
BAAI/bge-m3,affect,en,33,mean_pool,0,1,1,14.046060562133787
BAAI/bge-m3,affect,en,33,mean_pool,1,2,1,3.0680992603302
BAAI/bge-m3,affect,en,33,mean_pool,-2,0,2,11.399287223815918
BAAI/bge-m3,affect,en,33,mean_pool,-1,1,2,11.71249008178711
BAAI/bge-m3,affect,en,33,mean_pool,0,2,2,14.534097671508787
BAAI/bge-m3,affect,en,33,mean_pool,-2,2,4,13.883278846740724
BAAI/bge-m3,affect,en,34,mean_pool,-2,-1,1,5.8416056632995605
BAAI/bge-m3,affect,en,34,mean_pool,-1,0,1,10.27492904663086
BAAI/bge-m3,affect,en,34,mean_pool,0,1,1,13.801864624023438
BAAI/bge-m3,affect,en,34,mean_pool,1,2,1,4.781994342803955
BAAI/bge-m3,affect,en,34,mean_pool,-2,0,2,11.377034187316896
BAAI/bge-m3,affect,en,34,mean_pool,-1,1,2,12.39293098449707
BAAI/bge-m3,affect,en,34,mean_pool,0,2,2,14.240373611450195
BAAI/bge-m3,affect,en,34,mean_pool,-2,2,4,13.89073657989502
BAAI/bge-m3,affect,en,35,mean_pool,-2,-1,1,5.882967472076416
BAAI/bge-m3,affect,en,35,mean_pool,-1,0,1,11.1875
BAAI/bge-m3,affect,en,35,mean_pool,0,1,1,14.945611000061035
BAAI/bge-m3,affect,en,35,mean_pool,1,2,1,2.961897134780884
BAAI/bge-m3,affect,en,35,mean_pool,-2,0,2,12.397615432739258
BAAI/bge-m3,affect,en,35,mean_pool,-1,1,2,11.973573684692385
BAAI/bge-m3,affect,en,35,mean_pool,0,2,2,15.534342765808104
BAAI/bge-m3,affect,en,35,mean_pool,-2,2,4,14.348477363586426
BAAI/bge-m3,affect,en,36,mean_pool,-2,-1,1,4.536316394805908
BAAI/bge-m3,affect,en,36,mean_pool,-1,0,1,8.943900108337402
BAAI/bge-m3,affect,en,36,mean_pool,0,1,1,12.976866722106934
BAAI/bge-m3,affect,en,36,mean_pool,1,2,1,2.997365474700928
BAAI/bge-m3,affect,en,36,mean_pool,-2,0,2,10.187323570251465
BAAI/bge-m3,affect,en,36,mean_pool,-1,1,2,11.658429145812988
BAAI/bge-m3,affect,en,36,mean_pool,0,2,2,13.990405082702637
BAAI/bge-m3,affect,en,36,mean_pool,-2,2,4,13.176809310913086
BAAI/bge-m3,affect,en,37,mean_pool,-2,-1,1,4.392730712890625
BAAI/bge-m3,affect,en,37,mean_pool,-1,0,1,8.883061408996582
BAAI/bge-m3,affect,en,37,mean_pool,0,1,1,12.840749740600586
BAAI/bge-m3,affect,en,37,mean_pool,1,2,1,2.8120479583740234
BAAI/bge-m3,affect,en,37,mean_pool,-2,0,2,9.97655963897705
BAAI/bge-m3,affect,en,37,mean_pool,-1,1,2,11.133935928344728
BAAI/bge-m3,affect,en,37,mean_pool,0,2,2,13.21517562866211
BAAI/bge-m3,affect,en,37,mean_pool,-2,2,4,12.688257217407228
BAAI/bge-m3,affect,en,38,mean_pool,-2,-1,1,4.93271541595459
BAAI/bge-m3,affect,en,38,mean_pool,-1,0,1,10.0758056640625
BAAI/bge-m3,affect,en,38,mean_pool,0,1,1,12.25588321685791
BAAI/bge-m3,affect,en,38,mean_pool,1,2,1,2.3502745628356934
BAAI/bge-m3,affect,en,38,mean_pool,-2,0,2,10.931273460388184
BAAI/bge-m3,affect,en,38,mean_pool,-1,1,2,9.974684715270996
BAAI/bge-m3,affect,en,38,mean_pool,0,2,2,12.7554931640625
BAAI/bge-m3,affect,en,38,mean_pool,-2,2,4,11.742074012756348
BAAI/bge-m3,affect,en,39,mean_pool,-2,-1,1,5.203327178955078
BAAI/bge-m3,affect,en,39,mean_pool,-1,0,1,10.905702590942385
BAAI/bge-m3,affect,en,39,mean_pool,0,1,1,14.248133659362791
BAAI/bge-m3,affect,en,39,mean_pool,1,2,1,2.9485435485839844
BAAI/bge-m3,affect,en,39,mean_pool,-2,0,2,11.91284465789795
BAAI/bge-m3,affect,en,39,mean_pool,-1,1,2,12.358593940734863
BAAI/bge-m3,affect,en,39,mean_pool,0,2,2,14.972768783569336
BAAI/bge-m3,affect,en,39,mean_pool,-2,2,4,14.05736255645752
BAAI/bge-m3,affect,en,40,mean_pool,-2,-1,1,5.631921768188477
BAAI/bge-m3,affect,en,40,mean_pool,-1,0,1,9.800885200500488
BAAI/bge-m3,affect,en,40,mean_pool,0,1,1,13.92916202545166
BAAI/bge-m3,affect,en,40,mean_pool,1,2,1,3.148902654647827
BAAI/bge-m3,affect,en,40,mean_pool,-2,0,2,10.796433448791504
BAAI/bge-m3,affect,en,40,mean_pool,-1,1,2,12.009235382080078
BAAI/bge-m3,affect,en,40,mean_pool,0,2,2,14.708395957946776
BAAI/bge-m3,affect,en,40,mean_pool,-2,2,4,14.485161781311035
BAAI/bge-m3,affect,en,41,mean_pool,-2,-1,1,3.8916289806365967
BAAI/bge-m3,affect,en,41,mean_pool,-1,0,1,8.820134162902832
BAAI/bge-m3,affect,en,41,mean_pool,0,1,1,12.724979400634766
BAAI/bge-m3,affect,en,41,mean_pool,1,2,1,2.05293083190918
BAAI/bge-m3,affect,en,41,mean_pool,-2,0,2,9.366654396057127
BAAI/bge-m3,affect,en,41,mean_pool,-1,1,2,10.617623329162598
BAAI/bge-m3,affect,en,41,mean_pool,0,2,2,13.200485229492188
BAAI/bge-m3,affect,en,41,mean_pool,-2,2,4,12.168564796447754
BAAI/bge-m3,affect,en,42,mean_pool,-2,-1,1,4.260396480560303
BAAI/bge-m3,affect,en,42,mean_pool,-1,0,1,9.605114936828612
BAAI/bge-m3,affect,en,42,mean_pool,0,1,1,10.537951469421388
BAAI/bge-m3,affect,en,42,mean_pool,1,2,1,2.415184497833252
BAAI/bge-m3,affect,en,42,mean_pool,-2,0,2,10.413007736206056
BAAI/bge-m3,affect,en,42,mean_pool,-1,1,2,9.175888061523438
BAAI/bge-m3,affect,en,42,mean_pool,0,2,2,11.372100830078123
BAAI/bge-m3,affect,en,42,mean_pool,-2,2,4,10.574005126953123
BAAI/bge-m3,affect,en,43,mean_pool,-2,-1,1,4.26947021484375
BAAI/bge-m3,affect,en,43,mean_pool,-1,0,1,9.139363288879396
BAAI/bge-m3,affect,en,43,mean_pool,0,1,1,13.508065223693848
BAAI/bge-m3,affect,en,43,mean_pool,1,2,1,3.686768770217896
BAAI/bge-m3,affect,en,43,mean_pool,-2,0,2,9.87877368927002
BAAI/bge-m3,affect,en,43,mean_pool,-1,1,2,11.5765380859375
BAAI/bge-m3,affect,en,43,mean_pool,0,2,2,14.429657936096191
BAAI/bge-m3,affect,en,43,mean_pool,-2,2,4,13.093506813049316
BAAI/bge-m3,affect,en,44,mean_pool,-2,-1,1,4.8901801109313965
BAAI/bge-m3,affect,en,44,mean_pool,-1,0,1,9.5146484375
BAAI/bge-m3,affect,en,44,mean_pool,0,1,1,12.648820877075195
BAAI/bge-m3,affect,en,44,mean_pool,1,2,1,2.746567249298096
BAAI/bge-m3,affect,en,44,mean_pool,-2,0,2,10.585585594177246
BAAI/bge-m3,affect,en,44,mean_pool,-1,1,2,10.913515090942385
BAAI/bge-m3,affect,en,44,mean_pool,0,2,2,13.12332248687744
